정류장ID,정류장명,정류장번호,위도,경도
JUB305032511,신촌새터,36445,35.8117406,127.2823069
JUB305032514,신촌새터,36448,35.8116867,127.2824454
JUB305100235,신평,30235,35.7728518,127.11929
JUB305100237,신평,30237,35.77300645,127.1192303
JUB305032373,신평마을,36307,35.8939217,127.0592656
JUB305032374,신평마을,36308,35.8940026,127.0591875
JUB312100739,신풍마을입구,30739,35.8238452,127.0407069
JUB312100745,신풍마을입구,30745,35.8239688,127.0409703
JUB312101917,신하리,31916,35.96657528,127.1368279
JUB312101918,신하리,31917,35.96671451,127.1368724
JUB312100188,신흥리,30188,35.76267367,127.2153627
JUB312100189,신흥리,30189,35.76270503,127.215101
JUB305100413,신흥리,30413,35.79867294,127.0811433
JUB305100416,신흥리,30416,35.79873672,127.0811785
JUB311101105,신흥리,31104,35.84844671,126.9915485
JUB311101108,신흥리,31107,35.84841252,126.9917704
JUB312032085,신흥리,32085,35.7983161,127.0830408
JUB312032090,신흥리,32090,35.7982481,127.0829305
JUB316100045,신흥마을,30045,35.68186878,127.1565211
JUB311100540,신흥마을,30540,35.80916228,127.0049013
JUB311100542,신흥마을,30542,35.80920951,127.0046074
JUB306101481,신흥마을,31480,35.8778542,127.0949787
JUB306101483,신흥마을,31482,35.87798818,127.094766
JUB316101989,신흥마을,31988,35.6819711,127.1566271
JUB305100621,신흥중고등학교,30621,35.81550005,127.1376564
JUB305100625,신흥중고등학교,30625,35.81577568,127.1376652
JUB306101164,실내배드민턴장 조경단,31163,35.85332241,127.1350786
JUB306101172,실내배드민턴장 조경단,31171,35.85366463,127.1351322
JUB312101495,실로암의집,31494,35.8800994,127.1889513
JUB305032339,실로암의집,36233,35.8800836,127.1887863
JUB306101484,실용리,31483,35.87818071,127.0659253
JUB306101485,실용리,31484,35.87826271,127.0660661
JUB312032245,쌍계마을,32245,35.93926878,127.1504871
JUB312032246,쌍계마을,32246,35.93903306,127.1502901
JUB305100358,쑥고개,30358,35.79433014,127.0703877
JUB305100361,쑥고개,30361,35.7945222,127.070031
JUB305032285,씨티병원,32285,35.81569,127.1120215
JUB306101183,아래삼거리,31182,35.85402895,127.196406
JUB306101187,아래삼거리,31186,35.8542283,127.1962369
JUB306100913,아중대우아파트,30913,35.83358,127.1675838
JUB306100926,아중대우아파트,30926,35.83422165,127.1676734
JUB306100854,아중역.한옥레일바이크,30854,35.83041074,127.1755064
JUB306100858,아중역.한옥레일바이크,30858,35.83095074,127.1747466
JUB306100789,아중제일2차아파트,30789,35.82629608,127.167322
JUB306100869,아중현대아파트,30869,35.83178082,127.1679203
JUB306100660,아하마을,30660,35.81881936,127.1967006
JUB305032547,아하마을,36481,35.8189007,127.1967721
JUB306100966,안골,30966,35.83654835,127.1548091
JUB306100972,안골,30972,35.83675952,127.1553603
JUB312032319,안남마을,32319,35.98733534,127.2439753
JUB305032473,안덕신기마을,36407,35.6788908,127.0881816
JUB305032474,안덕신기마을,36408,35.6790891,127.0881585
JUB305100436,안산마을,30436,35.799931,127.0786376
JUB305100440,안산마을,30440,35.79999923,127.0786663
JUB305132091,안산마을.삼천동종점,32091,35.80132299,127.0802586
JUB312032092,안산마을.삼천동종점,32092,35.80119547,127.0800831
JUB305132147,안심마을.한국농수산대학,32147,35.8251263,127.0686734
JUB305132014,안심마을.한국농수산대학,32148,35.8248626,127.068046
JUB305100515,안행교,30515,35.8064225,127.1180029
JUB305100520,안행교,30520,35.80670585,127.1175812
JUB306101544,암실,31543,35.8848803,127.066393
JUB306101545,암실,31544,35.8848882,127.0663398
JUB312101840,앞멀,31839,35.94200004,127.2623678
JUB312101842,앞멀,31841,35.94220196,127.2623857
JUB312100656,애통리,30656,35.81866984,126.9991166
JUB312100662,애통리,30662,35.81861553,126.9969262
JUB306120034,애통리,32034,35.81940589,126.9981443
JUB306101261,야전리,31260,35.85957322,127.1035576
JUB306101254,야전리.유니온시티,31253,35.85885709,127.1045699
JUB305100461,약수터주유소,30461,35.80195293,127.1657922
JUB312100760,약암마을,30760,35.82450595,127.2621363
JUB312100763,약암마을,30763,35.82473155,127.2620199
JUB305032294,약암입구,32294,35.84232277,127.2732417
JUB312032131,양동마을,32131,35.84343424,127.0546661
JUB312032132,양동마을,32132,35.84359367,127.05431
JUB306101262,양마마을,31261,35.85961184,127.0680947
JUB306101267,양마마을,31266,35.86005547,127.0677168
JUB311100317,양석동,30317,35.78858873,127.0473638
JUB311100319,양석동,30319,35.78864571,127.0475284
JUB312101788,양야리경로당,31787,35.93280435,127.2055729
JUB312101985,양야리경로당,31984,35.93277841,127.2057394
JUB312101054,양은마을,31053,35.8426806,127.0528153
JUB312101055,양은마을,31054,35.84284526,127.0531233
JUB312102028,양전마을,32028,35.92005625,127.1708484
JUB312102029,양전마을,32029,35.92013308,127.1702271
JUB311100111,양지마을,30111,35.73162903,126.9958857
JUB311100112,양지마을,30112,35.73166827,126.9958115
JUB305100350,양지중학교,30350,35.79369866,127.1254315
JUB305100351,양지중학교,30351,35.79380545,127.1241531
JUB305032425,양현초등학교,36359,35.8457128,127.0729704
JUB305032426,양현초등학교,36360,35.8453816,127.0723798
JUB312101862,양화교회,31861,35.94904807,127.2009881
JUB312101864,양화교회,31863,35.94917037,127.2011306
JUB305032589,어린이창의체험관,36523,35.8534272,127.1280851
JUB305032590,어린이창의체험관,36524,35.8533907,127.1279634
JUB312132237,어우가름재,32237,35.9673548,127.1816669
JUB312132238,어우가름재,32238,35.96723029,127.1819121
JUB312101921,어우리,31920,35.96742545,127.1783773
JUB312101922,어우리,31921,35.96762326,127.1783087
JUB312101923,어우리,31922,35.96945522,127.1823067
JUB312101925,어우리,31924,35.96994821,127.1825321
JUB306100757,어은골,30757,35.8244614,127.1322076
JUB305100758,어은골,30758,35.8244905,127.1325589
JUB311100282,어전마을,30282,35.78213418,127.0182322
JUB311100283,어전마을,30283,35.78222188,127.0180147
JUB305032397,에코더샵1차,36331,35.8731038,127.1292427
JUB305032528,에코더샵2차,36462,35.8783246,127.1337937
JUB305032402,에코데시앙4블럭,36336,35.8732938,127.1294301
JUB305032403,에코데시앙5블럭,36337,35.8727121,127.1337863
JUB305032399,에코데시앙네스트,36333,35.8763837,127.1374362
JUB305032442,에코도시상가,36376,35.8739237,127.124132
JUB305032443,에코도시상가,36377,35.8731559,127.1236593
JUB305032401,에코스위첸,36335,35.8793652,127.1305983
JUB305032406,에코스위첸,36340,35.8790768,127.130655
JUB305032429,에코시티상가,36363,35.8709795,127.1274581
JUB305032430,에코시티상가,36364,35.8721074,127.1277186
JUB305032404,에코자이2차,36338,35.8756041,127.136044
JUB305032398,에코휴먼빌,36332,35.8725593,127.1339642
JUB312032187,엘에스엠트론기술교육아카데미,32187,35.95407774,127.148027
JUB312032188,엘에스엠트론기술교육아카데미,32188,35.95431521,127.1484679
JUB312032271,여우치,32271,35.6011782,127.1041787
JUB312032272,여우치,32272,35.6010317,127.1038713
JUB306132110,여울로이편한세상,32110,35.83849464,127.110291
JUB306132111,여울로이편한세상,32111,35.83869307,127.1103109
JUB305100962,여울초교,30962,35.83628984,127.1120558
JUB305100963,여울초교,30963,35.83637476,127.1123112
JUB306101411,여의동우체국,31410,35.8723613,127.0759173
JUB306101407,여의동우체국전북은행,31406,35.8714162,127.0765838
JUB306101400,여의동전북은행.농협,31399,35.8709944,127.0769264
JUB306101402,여의동전북은행.농협,31401,35.87118379,127.0768616
JUB306101457,여의역,31456,35.87599383,127.0834576
JUB306101458,여의역,31457,35.87607435,127.0832864
JUB306101415,여의우신아파트,31414,35.87328843,127.0814685
JUB306101417,여의우신아파트,31416,35.8734283,127.0813829
JUB312032669,여차마을,32269,35.81858937,127.0383786
JUB312032270,여차마을,32270,35.81838986,127.0382261
JUB312101919,역기마을,31918,35.96677988,127.1074837
JUB312101920,역기마을,31919,35.9668903,127.1072874
JUB312101603,연동,31602,35.89409005,127.3109678
JUB312101605,연동,31604,35.89420876,127.311111
JUB305032295,연봉마을,32295,35.89082073,127.1210204
JUB305032409,연봉마을,36343,35.8908754,127.1211479
JUB306101541,연봉마을입구,31540,35.88546297,127.1177341
JUB306101543,연봉마을입구,31542,35.88571619,127.117809
JUB306101305,연탄공장,31304,35.86348636,127.1014597
JUB306101147,연화마을,31146,35.85198748,127.1298746
JUB306101152,연화마을,31151,35.85240673,127.1297797
JUB312100034,염암마을,30034,35.6686512,127.1133675
JUB312100035,염암마을,30035,35.66868209,127.113555
JUB312101798,영광맨션,31797,35.93304094,127.1677861
JUB312101799,영광맨션,31798,35.93329315,127.1677861
JUB305100425,영동고덕아파트,30425,35.79894044,127.1790142
JUB305100428,영동고덕아파트,30428,35.7992667,127.1785802
JUB305100609,영생고 전주대사대부고,30609,35.81512963,127.0945269
JUB305100630,영생고 전주대사대부고,30630,35.81613711,127.0949878
JUB311101360,영천마을,31359,35.86779329,126.9918698
JUB311101361,영천마을,31360,35.86786225,126.991723
JUB312032691,예곡마을,36025,36.0527611,127.2035285
JUB312032692,예곡마을,36026,36.0528341,127.2038835
JUB311100652,예비군훈련장,30652,35.81859495,126.9814691
JUB311100654,예비군훈련장,30654,35.81868292,126.981646
JUB305100578,예수병원,30578,35.81322379,127.1327629
JUB305100587,예수병원,30587,35.81358862,127.1328394
JUB312100097,예술고,30097,35.7233722,127.1121464
JUB312032273,예술고,32273,35.72349125,127.1123216
JUB305032435,예정지,36369,35.8738667,127.1378576
JUB305032436,예정지,36370,35.8738496,127.1381457
JUB311101072,예촌마을,31071,35.84483,126.9606283
JUB311101073,예촌마을,31072,35.84486093,126.9607881
JUB312032119,오공공원,32119,35.83313453,127.0571565
JUB306101518,오매마을,31517,35.88306647,127.1346716
JUB306101521,오매마을,31520,35.88317201,127.1348122
JUB305100616,오목대.한옥마을,30616,35.8155723,127.1544723
JUB305100634,오목대.한옥마을,30634,35.8162542,127.1548839
JUB311100247,오봉리,30247,35.78545284,127.0553451
JUB311100248,오봉리,30248,35.78554435,127.055521
JUB312101633,오성리,31632,35.90157471,127.2402789
JUB312101634,오성리,31633,35.90170537,127.2401117
JUB305032477,오성풍류학교,36411,35.9043366,127.2444702
JUB306101325,오송중.예비군훈련장,31324,35.86498574,127.1289047
JUB306101330,오송중.예비군훈련장,31329,35.86522573,127.1287752
JUB306101550,오신마을,31549,35.8869503,127.0369104
JUB305032626,오신마을,36560,35.8869301,127.0368163
JUB312101580,오천마을,31579,35.89093062,127.1938041
JUB312101583,오천마을,31582,35.89104912,127.193736
JUB312101947,옥동마을,31946,35.97780164,127.1214545
JUB312101948,옥동마을,31947,35.9772293,127.1213501
JUB305132102,옥성골든카운티,32102,35.76619097,127.0936967
JUB305132103,옥성골든카운티,32103,35.7661722,127.0935973
JUB312032693,옥포마을,36027,36.0236712,127.2281378
JUB312032694,옥포마을,36028,36.0235806,127.2279383
JUB306101097,온고을로 미래페이퍼,31096,35.84866117,127.0852907
JUB306101104,온고을로 미래페이퍼,31103,35.84904787,127.0854766
JUB306101150,온고을로.하나로클럽,31149,35.85238121,127.077622
JUB306101127,온고을장례식장,31126,35.85035334,127.0823221
JUB312032142,온빛중학교,32142,35.84277261,127.0576405
JUB312032141,온빛초등학교,32141,35.84257278,127.0574437
JUB312100136,와동마을,30136,35.74182016,127.1370435
JUB312100137,와동마을,30137,35.74206117,127.1369885
JUB305100405,완산고입구,30405,35.79851665,127.0899514
JUB305100424,완산고입구,30424,35.79891077,127.0912046
JUB305100600,완산교,36003,35.81449456,127.1396864
JUB305100566,완산구청,30566,35.81228152,127.1208052
JUB305100572,완산구청,30572,35.81263555,127.1186878
JUB305100567,완산동시외버스정류소,30567,35.81220216,127.1392574
JUB305100568,완산동시외버스정류소,30568,35.81225757,127.1390367
JUB305100214,완산생활체육공원,30214,35.7684064,127.1011859
JUB305100215,완산생활체육공원,30215,35.76857246,127.1011733
JUB305100407,완산소방서,30407,35.7985201,127.1175094
JUB305100418,완산소방서,30418,35.7987292,127.1178396
JUB305100397,완산여고,30397,35.79746601,127.1373797
JUB305100401,완산여고,30401,35.79770557,127.1390222
JUB305132076,완산체련공원내,32076,35.76754554,127.1024567
JUB305132077,완산체련공원내,32077,35.76770826,127.1025212
JUB312101766,완주경찰서,31765,35.92709592,127.1660291
JUB312101768,완주경찰서,31767,35.92743643,127.1660291
JUB312101830,완주고봉동파출소,31829,35.93950244,127.1675032
JUB312101831,완주고봉동파출소,31830,35.93974878,127.1674689
JUB312101818,완주국민체육센터,31817,35.93745423,127.1736244
JUB312101821,완주국민체육센터,31820,35.93788059,127.1740139
JUB312032709,완주군독립기념관,36043,36.0417105,127.2590925
JUB312032710,완주군독립기념관,36044,36.0415935,127.2591595
JUB312101750,완주군보건소.명탄마을,31749,35.9224174,127.1249879
JUB312101753,완주군보건소.명탄마을,31752,35.9224803,127.125206
JUB312102030,완주군청,32030,35.90364372,127.1617694
JUB312102033,완주군청,32033,35.90343566,127.1616609
JUB312101551,완주대대,31550,35.88721297,127.2340153
JUB312101552,완주대대,31551,35.88731078,127.2340397
JUB306101418,완주로고당마을,31417,35.87349615,127.1510931
JUB306101435,완주로고당마을,31434,35.87479333,127.1517792
JUB312101742,완주삼봉1단지아파트,31741,35.922782,127.1117601
JUB312101743,완주삼봉1단지아파트,31742,35.92331324,127.112398
JUB312101814,완주중,31813,35.9356299,127.1599571
JUB312101815,완주중,31814,35.9357287,127.1598458
JUB308101730,왕궁온천,31729,35.92070432,127.0573932
JUB308101734,왕궁온천,31733,35.9208612,127.057481
JUB305032368,왕벚꽃마을,36302,35.7373169,127.1206723
JUB305032369,왕벚꽃마을,36303,35.7373625,127.1208159
JUB312101269,왕정리,31268,35.85984915,127.2523618
JUB312101270,왕정리,31269,35.85989217,127.2520572
JUB306100682,왜망실,30682,35.81992474,127.1983573
JUB305032548,왜망실,36482,35.8198335,127.198418
JUB305032438,왜망실입구,36372,35.8169871,127.1930621
JUB305032439,왜망실입구,36373,35.8169242,127.1931343
JUB312032778,외량마을,36112,35.6673755,127.1501499
JUB312032779,외량마을,36113,35.6673039,127.150338
JUB312032766,외율,36100,35.9748898,127.1806092
JUB312032767,외율,36101,35.9747368,127.1807152
JUB305100675,외환은행,30675,35.81950149,127.1464788
JUB312101846,외환은행(공단),31845,35.94362739,127.1265181
JUB312101848,외환은행(공단),31847,35.94395119,127.1267471
JUB312032697,요동마을,36031,36.0486904,127.2737761
JUB312032698,요동마을,36032,36.0487624,127.2737315
JUB305100268,용강마을,30268,35.77880568,127.104289
JUB305100271,용강마을,30271,35.77933806,127.1046945
JUB305032668,용강서원,36602,35.8550761,127.03956
JUB305032669,용강서원,36603,35.8549592,127.0396271
JUB312101236,용교,31235,35.85764008,127.1853187
JUB312101238,용교,31237,35.85779362,127.1852914
JUB305032666,용덕마을,36600,35.8802702,127.0521069
JUB305032667,용덕마을,36601,35.8803512,127.0520677
JUB306101448,용덕마을입구,31447,35.87562024,127.0496399
JUB305032664,용덕초등학교,36598,35.8779593,127.0513611
JUB305032665,용덕초등학교,36599,35.8779454,127.0512504
JUB312101953,용동,31952,35.98068094,127.1552743
JUB312101954,용동,31953,35.98082199,127.1554236
JUB312101585,용두사,31584,35.89159646,127.1498808
JUB312101587,용두사,31586,35.89168873,127.150016
JUB305100537,용머리고개.완산동주민센터,30537,35.80905101,127.136907
JUB305100538,용머리고개.완산동주민센터,30538,35.80871108,127.1351251
JUB312101116,용문사.반곡마을,31115,35.8474773,127.2936743
JUB312101118,용문사.반곡마을,31117,35.8475674,127.2936408
JUB312101771,용복마을,31770,35.927856,127.1725101
JUB312032397,용복마을,32397,36.04133915,127.2613105
JUB312032398,용복마을,32398,36.04142777,127.2610655
JUB305032549,용복마을,36483,35.9275584,127.1724836
JUB312032754,용봉,36088,36.0408871,127.1789286
JUB312032755,용봉,36089,36.0410686,127.1793831
JUB305100340,용산리,30340,35.79272062,127.1064242
JUB305100342,용산리,30342,35.79290885,127.1064786
JUB306102011,용소마을제일아파트,32011,35.86059084,127.1148642
JUB306101510,용신마을,31509,35.88230462,127.0595535
JUB306101511,용신마을,31510,35.88241399,127.0595014
JUB312101321,용암,31320,35.86449703,127.1819929
JUB312101323,용암,31322,35.86459324,127.1818157
JUB312101893,용암마을,31892,35.95704589,127.1378188
JUB312101894,용암마을,31893,35.95757381,127.1377149
JUB312101285,용연마을,31284,35.8610509,127.2423061
JUB312101286,용연마을,31285,35.86121946,127.2422708
JUB312032333,용연마을,32333,35.96003544,127.3097046
JUB312032336,용연마을,32336,35.96024369,127.3097689
JUB305100276,용와,30276,35.77936912,127.1167743
JUB305100278,용와,30278,35.77951566,127.1168902
JUB312100254,용정리,30254,35.77512982,127.2319265
JUB312100255,용정리,30255,35.77524801,127.2319941
JUB316100048,용정마을,30048,35.68405914,127.2625826
JUB316100049,용정마을,30049,35.68431501,127.2628399
JUB311100164,용정마을,30164,35.75506744,127.0014255
JUB311100175,용정마을,30175,35.75515003,127.0010114
JUB312101338,용정마을,31337,35.86595784,127.1667724
JUB312101340,용정마을,31339,35.86606524,127.1668453
JUB305032423,용정마을,36357,35.8496591,127.0747555
JUB305032424,용정마을,36358,35.8494439,127.0750889
JUB305032440,용정마을.하나로클럽,36374,35.8517717,127.0760632
JUB305032441,용정마을.하나로클럽,36375,35.851647,127.0764847
JUB311101174,용지종점,31173,35.85385636,126.9558342
JUB311101179,용지종점,31178,35.85399433,126.9559817
JUB311101124,용지중,31123,35.85015476,126.9589772
JUB311101125,용지중,31124,35.85016483,126.9587505
JUB312101506,용진,31505,35.88116923,127.155402
JUB312101507,용진,31506,35.88140249,127.155661
JUB312101508,용진,31507,35.88157573,127.1561213
JUB312101800,용진대영아파트,31799,35.93370355,127.1731651
JUB312101802,용진대영아파트,31801,35.93394059,127.1729183
JUB312101754,용진원주아파트,31753,35.92528691,127.1720222
JUB305032385,용진원주아파트,36319,35.9252687,127.1719388
JUB312101487,용진주유소,31486,35.87831178,127.1567391
JUB312101489,용진주유소,31488,35.87857454,127.1565711
JUB312101509,용진중,31508,35.88162917,127.1546115
JUB311100088,용화동,30088,35.71942572,127.036583
JUB311100089,용화동,30089,35.71945947,127.0367731
JUB312101857,용화마을,31856,35.94801632,127.1431027
JUB312101858,용화마을,31857,35.94801711,127.1432135
JUB306100839,용흥마을,30839,35.82944365,127.0713602
JUB306101414,용흥마을,31413,35.87312102,127.1137026
JUB306101416,용흥마을,31415,35.87323252,127.1137621
JUB305100349,용흥초등학교,30349,35.79362485,127.1121161
JUB305100352,용흥초등학교,30352,35.7939262,127.11226
JUB305100284,우림로정동마을,30284,35.78238356,127.106712
JUB305100285,우림로정동마을,30285,35.78241088,127.1066286
JUB305100494,우림초교,30494,35.80508187,127.0973044
JUB305100269,우목실,30269,35.77872864,127.0938638
JUB305100270,우목실,30270,35.77884498,127.0938866
JUB312032824,우미린1차아파트,36294,35.8332254,127.0629297
JUB312032825,우미린1차아파트,36295,35.8333866,127.0626299
JUB312032129,우미린2차아파트,32129,35.8458,127.0576893
JUB312032130,우미린2차아파트,32130,35.8456518,127.0578618
JUB312101701,우석대종점,31700,35.915344,127.0667511
JUB312101702,우석대학교,31701,35.9151198,127.0671015
JUB305032392,우석대학교,36326,35.9149452,127.0681731
JUB306101062,우아럭키아파트,31061,35.84416667,127.1646335
JUB306101075,우아럭키아파트,31074,35.84490223,127.1645124
JUB306100888,우아롯데아파트,30888,35.83251021,127.1678241
JUB306101208,우아우성아파트,31207,35.85520293,127.1556484
JUB306101167,우아중,31166,35.85354059,127.1545361
JUB305032682,우아한시티아파트,36616,35.8516665,127.1541219
JUB305100485,우전초교,30485,35.8041452,127.1079128
JUB305100488,우전초교,30488,35.8045452,127.1078129
JUB312102031,운곡마을,32031,35.90422213,127.1581297
JUB312102032,운곡마을,32032,35.90409168,127.1575218
JUB312101637,운곡용봉초교,31636,35.904808,127.1565683
JUB312101638,운곡용봉초교,31637,35.90458201,127.1569815
JUB312032247,운교,32247,35.88824877,127.1517991
JUB312101532,운교마을,31531,35.88433656,127.1560168
JUB312101537,운교마을,31536,35.88509289,127.1564456
JUB312032248,운교마을,32248,35.88415415,127.1539692
JUB316100009,운암교,30009,35.60871212,127.1061338
JUB316100010,운암교,30010,35.60878947,127.1058144
JUB312032323,운용마을,32323,35.99058347,127.2619728
JUB312032325,운장계곡,32325,35.97978451,127.2885867
JUB312032407,운주터미널,32407,36.09278434,127.2775082
JUB312032408,운주터미널,32408,36.09287326,127.2773075
JUB312101471,웃밤티,31470,35.87713288,127.3099904
JUB312101473,웃밤티,31472,35.87714486,127.310194
JUB312101178,웃삼거리,31177,35.85375801,127.2048717
JUB312101184,웃삼거리,31183,35.85394002,127.2051356
JUB312032395,원가천마을,32395,36.03574927,127.2580781
JUB312032396,원가천마을,32396,36.0358204,127.2579221
JUB312101596,원간중리,31595,35.89240138,127.1841544
JUB312101597,원간중리,31596,35.89240914,127.183716
JUB312100138,원광곡마을,30138,35.74228264,127.1561265
JUB312100139,원광곡마을,30139,35.74216008,127.155969
JUB312101834,원구암,31833,35.9404085,127.1071571
JUB312101983,원구암,31982,35.94076091,127.1070222
JUB312101853,원구암마을,31852,35.94474269,127.1046931
JUB312101854,원구암마을,31853,35.94483638,127.1044618
JUB312032705,원구제,36039,36.0728939,127.2427555
JUB312032706,원구제,36040,36.0728036,127.2426892
JUB305032670,원금상경로당,36604,35.8381266,127.1858045
JUB305032671,원금상경로당,36605,35.8380948,127.1857215
JUB305032687,원금평,36621,35.821648,127.0526855
JUB305032688,원금평,36622,35.8215712,127.0526251
JUB312032744,원내월마을,36078,36.0152078,127.1400752
JUB312032745,원내월마을,36079,36.0151804,127.1399755
JUB305100182,원당리,30182,35.76097774,127.1112556
JUB305100185,원당리,30185,35.76105811,127.1111497
JUB305100186,원당리입구,30186,35.76267198,127.112992
JUB305100187,원당리입구,30187,35.76269692,127.1131461
JUB312101194,원당마을,31193,35.85446066,127.2121867
JUB312100130,원덕촌마을,30130,35.74118692,127.1386421
JUB312100133,원덕촌마을,30133,35.74129073,127.1387024
JUB306101237,원동마을,31236,35.8576642,127.0350096
JUB306101240,원동마을,31239,35.8578175,127.0350032
JUB311101151,원마다리,31150,35.84530175,126.9991601
JUB311101153,원마다리,31152,35.84533872,126.9992703
JUB312032128,원반교,32128,35.8371759,127.0232096
JUB305032545,원반교,36479,35.8371628,127.0233204
JUB312032231,원반월마을,32231,35.87083797,127.0618641
JUB312032232,원반월마을,32232,35.87052845,127.0614691
JUB312100029,원백여,30029,35.65858902,127.0956485
JUB312100030,원백여,30030,35.65859405,127.0958666
JUB312101717,원사봉,31716,35.91847498,127.3061103
JUB312101719,원사봉,31718,35.91853714,127.3059418
JUB312101939,원산마을,31938,35.97553862,127.192428
JUB312101940,원산마을,31939,35.97555817,127.192157
JUB306101146,원산정,31145,35.852111,127.1737875
JUB306101149,원산정,31148,35.8520747,127.1736991
JUB305032609,원산정마을회관,36543,35.8508611,127.1750009
JUB305032610,원산정마을회관,36544,35.8509242,127.1749895
JUB306132149,원산파크,32149,35.8179057,127.1592145
JUB306132150,원산파크,32150,35.8178782,127.1590375
JUB305100615,원상림,30615,35.815474,127.0746036
JUB305100618,원상림,30618,35.8155053,127.074537
JUB305032448,원상림입구,36382,35.8136747,127.0706503
JUB305032449,원상림입구,36383,35.8138022,127.0710039
JUB305032623,원색장마을,36557,35.8001978,127.1901706
JUB305032624,원색장마을,36558,35.8002698,127.190115
JUB305100236,원서지마을,30236,35.77291401,127.0898631
JUB305100238,원서지마을,30238,35.77306649,127.0898167
JUB305100190,원석구마을,30190,35.76294167,127.125575
JUB305100191,원석구마을,30191,35.76294285,127.1257924
JUB312101751,원성덕,31750,35.92490224,127.1531828
JUB313100469,원세동,30469,35.80272082,127.3274573
JUB313100471,원세동,30471,35.80278728,127.3276355
JUB312101794,원수계리,31793,35.93268856,127.1251596
JUB312101795,원수계리,31794,35.93270207,127.1253962
JUB312032734,원수선마을,36068,36.0108177,127.1903805
JUB312032735,원수선마을,36069,36.0107229,127.1903198
JUB312032717,원승치마을,36051,36.0835839,127.2155917
JUB312032718,원승치마을,36052,36.0834754,127.2154921
JUB312101697,원신금,31696,35.90980455,127.091731
JUB312101700,원신금,31699,35.90987916,127.0920626
JUB312101010,원신원,31009,35.8385799,127.297224
JUB305032512,원신촌마을,36446,35.8088428,127.2803612
JUB305032515,원신촌마을,36449,35.8088566,127.2804995
JUB305032508,원쌍정,36442,35.9219508,127.055153
JUB312100052,원안덕마을,30052,35.68356853,127.0798361
JUB312100053,원안덕마을,30053,35.68338769,127.0797609
JUB312032782,원암마을,36118,35.8775209,127.2574824
JUB312032783,원암마을,36119,35.8774851,127.2576155
JUB312101275,원앙골,31274,35.86009313,127.2907497
JUB312101278,원앙골,31277,35.86015957,127.2906125
JUB312032758,원오산마을,36092,35.9781789,127.2234787
JUB312032759,원오산마을,36093,35.9780934,127.2235345
JUB306032301,원오신,32301,35.8835422,127.036897
JUB305032627,원오신,36561,35.8835264,127.0367807
JUB305032565,원오신마을회관,36499,35.8833002,127.0337686
JUB305032566,원오신마을회관,36500,35.8834128,127.0337402
JUB312100067,원용암,30067,35.70594767,127.2425527
JUB312100070,원용암,30070,35.70648034,127.2425767
JUB305032509,원용암마을,36443,35.9577203,127.1381827
JUB305032503,원의암마을,36437,35.7963142,127.2344623
JUB305032504,원의암마을,36438,35.7961836,127.2345291
JUB305032387,원이문,36321,35.8316228,126.9994795
JUB305032389,원이문,36323,35.8317307,126.9994014
JUB312032249,원이성마을,32249,35.80601525,127.0466922
JUB312032250,원이성마을,32250,35.8058686,127.0463842
JUB312032730,원이전마을,36064,36.0040709,127.1909894
JUB312032731,원이전마을,36065,36.0039898,127.1910286
JUB312032349,원종마을,32349,36.00414125,127.2224296
JUB312032350,원종마을,32350,36.00397817,127.2222981
JUB312100156,원죽림,30156,35.74837624,127.2204006
JUB312100159,원죽림,30159,35.74879912,127.2205598
JUB311100078,원평시장,30078,35.71427338,126.993072
JUB311100079,원평시장,30079,35.71432152,126.992985
JUB311100095,원평아파트,30095,35.72316017,126.9934649
JUB311100096,원평아파트,30096,35.7232817,126.9936691
JUB311100090,원평정비공단,30090,35.72083254,126.994895
JUB311100091,원평정비공단,30091,35.72091354,126.9950718
JUB305032383,원평종점,36317,35.7099699,126.991006
JUB305032384,원평종점,36318,35.7099162,126.9911058
JUB311100084,원평초교,30084,35.71784864,126.9952546
JUB311100085,원평초교,30085,35.71759311,126.9949518
JUB312100207,원평촌,30207,35.76656584,127.1584568
JUB312100211,원평촌,30211,35.76783992,127.1589591
JUB311100076,원평터미널,30076,35.71225564,126.9920055
JUB311100077,원평터미널,30077,35.71227216,126.9918204
JUB312100094,원항가마을,30094,35.72239305,127.1197182
JUB312100983,원화심마을,30982,35.83715229,127.2704819
JUB312100984,원화심마을,30983,35.83720196,127.2702927
JUB305032683,원화전,36617,35.8944143,127.0650325
JUB305032684,원화전,36618,35.8944237,127.0651266
JUB306101490,월곡마을,31489,35.8783382,127.0609162
JUB306101491,월곡마을,31490,35.8783334,127.0610968
JUB306101531,월곡마을,31530,35.88435986,127.1154292
JUB306101534,월곡마을,31533,35.88451513,127.1153574
JUB306101476,월곡마을앞,31475,35.8779065,127.1126074
JUB306101480,월곡마을앞,31479,35.87772333,127.1128593
JUB305032551,월곡마을회관,36485,35.8786349,127.0584972
JUB305032552,월곡마을회관,36486,35.8784818,127.0585313
JUB305032550,월드컵경기장,36484,35.864241,127.0629866
JUB306101339,월드컵경기장남문,31338,35.86608324,127.0638492
JUB306101346,월드컵경기장남문,31345,35.86631184,127.0638159
JUB306101985,월드컵경기장입구,32016,35.86404003,127.0686257
JUB312101775,월산리,31774,35.92796723,127.0960529
JUB312101776,월산리,31775,35.92807912,127.0961787
JUB312100476,월상리,30476,35.8028924,127.2815032
