정류장ID,정류장명,정류장번호,위도,경도
JUB306101043,산정우정신세계아파트,31042,35.84221628,127.1670659
JUB311101315,산지촌마을,31314,35.86400348,126.9901123
JUB311101316,산지촌마을,31315,35.86404858,126.99027
JUB312032680,산천수목원입구,36014,35.9787832,127.3004034
JUB312032681,산천수목원입구,36015,35.9788599,127.3004475
JUB305100456,삼경사,30456,35.80141327,127.154643
JUB305100457,삼경사,30457,35.80143367,127.1544879
JUB312032316,삼기삼거리,32316,35.98853342,127.2213292
JUB312032341,삼기삼거리,32341,35.98859507,127.2210177
JUB312101677,삼례농협,31676,35.91188075,127.0748899
JUB312101681,삼례농협,31680,35.9120424,127.0748464
JUB312101703,삼례대영아파트,31702,35.91580375,127.0804697
JUB312101705,삼례대영아파트,31704,35.91594425,127.0810291
JUB312101707,삼례동원아파트,31706,35.91665242,127.0822764
JUB312101710,삼례동원아파트,31709,35.91710895,127.0824024
JUB312101715,삼례문화센터,31714,35.91782432,127.0840718
JUB312101716,삼례문화센터,31715,35.91804306,127.0838361
JUB312032817,삼례문화예술촌,36287,35.9069489,127.0654271
JUB312032818,삼례문화예술촌,36288,35.907048,127.0654044
JUB305032332,삼례사거리,36224,35.9110678,127.0723103
JUB312032786,삼례사거리,36225,35.9109316,127.0720617
JUB312101671,삼례시장,31670,35.91010772,127.0727781
JUB312101672,삼례시장,31671,35.91021521,127.0732203
JUB312102009,삼례시장,32009,35.91095521,127.0733218
JUB312102010,삼례시장,32010,35.91109004,127.0732759
JUB312101649,삼례역,31648,35.90536937,127.0653269
JUB312101650,삼례역,31649,35.90542085,127.064994
JUB312101647,삼례우성아파트,31646,35.90659375,127.0752744
JUB312101648,삼례우성아파트,31647,35.90676984,127.0755204
JUB312032793,삼례읍행정복지센터,36262,35.9137472,127.0776336
JUB312032794,삼례읍행정복지센터,36263,35.9138145,127.0775301
JUB312032797,삼례주공아파트,36266,35.9187405,127.0784682
JUB312032798,삼례주공아파트,36267,35.9187809,127.0784126
JUB312101722,삼례중,31721,35.91919292,127.0867291
JUB312101724,삼례중,31723,35.9196071,127.0866899
JUB312101673,삼례터미널,31672,35.9099089,127.0747658
JUB312101674,삼례터미널,31673,35.9099229,127.0749043
JUB311100312,삼바실,30312,35.78837279,127.0373407
JUB311100313,삼바실,30313,35.78840716,127.0385237
JUB312101763,삼봉로.구.청완초교,31762,35.92678638,127.1256648
JUB312101765,삼봉로.구.청완초교,31764,35.9271394,127.1268368
JUB312101761,삼봉로완주소방서,31760,35.9262929,127.1213869
JUB312101762,삼봉로완주소방서,31761,35.92662058,127.1212256
JUB305100486,삼산리,30486,35.80421204,127.0747001
JUB305100487,삼산리,30487,35.80430504,127.0747208
JUB305100384,삼산리입구,30384,35.79649443,127.0865042
JUB305100389,삼산리입구,30389,35.79681009,127.0876529
JUB312032086,삼산마을,32086,35.8060261,127.0756479
JUB312032089,삼산마을,32089,35.8058951,127.0755822
JUB312302214,삼성문화회관,32214,35.8436702,127.1307982
JUB312100754,삼우중,30754,35.82450786,127.0225528
JUB312100756,삼우중,30756,35.82453192,127.0223792
JUB312032684,삼전2리마을,36018,36.0929158,127.1652149
JUB312032685,삼전2리마을,36019,36.0928611,127.1650041
JUB312100848,삼중리,30848,35.82993694,127.2851355
JUB312100849,삼중리,30849,35.8299422,127.2849286
JUB312100786,삼중새터,30786,35.8258379,127.2835704
JUB312100788,삼중새터,30788,35.8259189,127.2834982
JUB305100409,삼천개나리아파트,30409,35.79853459,127.1280427
JUB305100462,삼천광진목화아파트,30462,35.80227427,127.1246848
JUB305100464,삼천광진목화아파트,30464,35.80239317,127.1243458
JUB305100297,삼천교,30297,35.78529694,127.1125169
JUB305100299,삼천교,30299,35.78552135,127.1113508
JUB305100322,삼천대왕장미아파트,30322,35.78977178,127.1169688
JUB305100331,삼천대왕장미아파트,30331,35.7910757,127.1167769
JUB305032320,삼천동종점,36212,35.8018819,127.0796587
JUB305032325,삼천동종점,36217,35.8016922,127.0795712
JUB305100395,삼천삼익아파트막걸리골목,30395,35.79739139,127.1259433
JUB305100446,삼천세경아파트,30446,35.80080631,127.1225106
JUB305100452,삼천세경아파트,30452,35.80121321,127.1226038
JUB305100414,삼천세창 짜임아파트,30414,35.79863326,127.1276849
JUB305100408,삼천신일강변아파트,30408,35.79854192,127.1144181
JUB305100421,삼천신일강변아파트,30421,35.79877093,127.1144367
JUB305100392,삼천신일아파트,30392,35.7974818,127.1303768
JUB305100396,삼천신일아파트,30396,35.79746211,127.1310987
JUB305100451,삼천쌍용1단지,30451,35.80119379,127.1265317
JUB305100393,삼천오성대우아파트,30393,35.79719125,127.1261199
JUB305100372,삼천우성그린아파트,30372,35.79492566,127.1262537
JUB305100374,삼천우성아파트,30374,35.79526084,127.1303553
JUB305100336,삼천주공4.5단지,30336,35.79235161,127.1149559
JUB305100338,삼천주공4.5단지,30338,35.79261956,127.1142381
JUB305100381,삼천주공6단지,30381,35.79612176,127.1104271
JUB305100382,삼천주공6단지,30382,35.79612532,127.1100579
JUB305100433,삼천지구대,30433,35.79971167,127.1204045
JUB305100439,삼천지구대,30439,35.79994928,127.1203537
JUB305100412,삼천호반리젠시빌,30412,35.79859981,127.1108342
JUB305100422,삼천호반리젠시빌,30422,35.79881381,127.111044
JUB305100354,삼천흥건1차아파트,30354,35.79404556,127.117009
JUB305100356,삼천흥건1차아파트,30356,35.79420696,127.1167361
JUB305100378,삼천흥건2차아파트,30378,35.79602062,127.1170111
JUB305100379,삼천흥건2차아파트,30379,35.79604654,127.1167263
JUB312100586,삼태동,30586,35.81360615,127.0408292
JUB312100594,삼태동,30594,35.81386724,127.0408021
JUB312101474,삼태마을,31473,35.87740718,127.2141192
JUB312101478,삼태마을,31477,35.87755599,127.2142463
JUB306100997,삼호아파트,30996,35.83820735,127.1622448
JUB306101553,삼화동,31552,35.88779937,127.0886557
JUB306101554,삼화동,31553,35.88784692,127.0888911
JUB312100216,상관농협,30216,35.76833754,127.2100304
JUB312100217,상관농협,30217,35.7686679,127.2099731
JUB305032489,상관농협,36423,35.7682839,127.2103849
JUB312100244,상관농협창고,30244,35.77402099,127.2051218
JUB312100245,상관농협창고,30245,35.77409709,127.2052632
JUB305032340,상관전,36234,35.8755938,127.1888592
JUB305032341,상관전,36235,35.8758466,127.1890133
JUB312100226,상관주민센터,30226,35.77011957,127.2085705
JUB312100227,상관주민센터,30227,35.77032849,127.2086396
JUB312101783,상구미리,31782,35.92979719,127.1401
JUB312101784,상구미리,31783,35.92997783,127.1397644
JUB311100617,상리,30617,35.8155237,126.9687605
JUB311100624,상리,30624,35.81578463,126.9687762
JUB312101283,상리,31282,35.86062037,127.2968909
JUB312101284,상리,31283,35.86064584,127.2966857
JUB312101032,상망표,31031,35.84107106,127.2395354
JUB312101034,상망표,31033,35.84110862,127.2397361
JUB305032345,상분토,36239,35.8680669,127.2289228
JUB305032346,상분토,36240,35.8681382,127.2285681
JUB305100473,상산고,30473,35.80351383,127.1166115
JUB305100475,상산고,30475,35.80362255,127.1169795
JUB312101281,상삼마을,31280,35.86055286,127.1782163
JUB312101282,상삼마을,31281,35.86069463,127.1782447
JUB312032343,상삼마을,32343,35.99366178,127.2214234
JUB312032344,상삼마을,32344,35.99351585,127.2211586
JUB312101653,상신마을,31652,35.90783403,127.1281923
JUB312101655,상신마을,31654,35.90795133,127.1281107
JUB312101675,상와리,31674,35.9116461,127.1132991
JUB312101676,상와리,31675,35.91178762,127.1132801
JUB312100017,상용마을,30017,35.63489034,127.1004769
JUB312100018,상용마을,30018,35.63495542,127.1007131
JUB312032385,상용마을,32385,36.01169021,127.2387795
JUB312032386,상용마을,32386,36.0116912,127.2389348
JUB305032333,상용화기술센터,36227,35.8584192,127.0866481
JUB305032334,상용화기술센터,36228,35.8587544,127.0871226
JUB312101555,상운리입구,31554,35.88820668,127.1566106
JUB312101562,상운리입구,31561,35.88886314,127.1561716
JUB316100033,상운암,30033,35.6596684,127.1593092
JUB316101991,상운암,31990,35.6595778,127.159177
JUB312100212,상원신마을,30212,35.7677018,127.2127932
JUB312100213,상원신마을,30213,35.7678054,127.2127541
JUB306101493,상중마을,31492,35.878888,127.1373362
JUB306101494,상중마을,31493,35.8794515,127.1373336
JUB305100721,상진신협,30721,35.82265575,127.1438997
JUB305100726,상진신협,30726,35.82255149,127.1431815
JUB312100178,상척마을,30178,35.75570481,127.1571216
JUB312100179,상척마을,30179,35.75592506,127.1571078
JUB312100229,상하보,30229,35.77157084,127.160809
JUB312100231,상하보,30231,35.77171811,127.1607174
JUB312100115,상학,30115,35.73204559,127.11146
JUB312100117,상학,30117,35.73221642,127.1114198
JUB305032628,새가웃뜸,36562,35.8684455,127.0100226
JUB305032629,새가웃뜸,36563,35.8683282,127.0100011
JUB312100736,새금동,30736,35.82359648,127.0481693
JUB312100749,새금동,30749,35.82438006,127.0497389
JUB306101081,새마을금고.한국국토정보공사,31080,35.84549391,127.1496674
JUB312032809,새만금항공,36279,35.8221103,127.2819166
JUB312032810,새만금항공,36280,35.8222903,127.2817611
JUB305032299,새완주병원,32299,35.9574618,127.1253479
JUB305032300,새완주병원,32300,35.9576391,127.1258239
JUB306101392,새전주요양병원,31391,35.87073024,127.0731077
JUB306101393,새전주요양병원,31392,35.87076042,127.0728095
JUB312100639,새터,30639,35.81677449,127.0230329
JUB312100641,새터,30641,35.81687624,127.0228499
JUB312101064,새터,31063,35.84428908,127.2744645
JUB312101068,새터,31067,35.84440298,127.2742937
JUB312101957,새터,31956,35.9887678,127.1177891
JUB312101958,새터,31957,35.98889346,127.1180655
JUB312100483,새터마을,30483,35.80408179,127.0473132
JUB312100484,새터마을,30484,35.80416287,127.0474832
JUB305100398,색장동,30398,35.79750993,127.1860719
JUB305100402,색장동,30402,35.79761756,127.1865738
JUB306101131,생물산업진흥원,31130,35.8505926,127.0627
JUB306101133,생물산업진흥원,31132,35.85077956,127.0625166
JUB311100230,서계마을,30230,35.7718368,126.9972955
JUB311100233,서계마을,30233,35.7719,126.9973227
JUB312101619,서계마을,31618,35.89742758,127.1432616
JUB312101620,서계마을,31619,35.89759204,127.1433986
JUB306101026,서고사,31025,35.8418277,127.0809075
JUB306101030,서고사,31029,35.84110278,127.0802569
JUB305100987,서곡광장,30986,35.83789306,127.0998162
JUB305100868,서곡그린공원,30868,35.8318029,127.1037788
JUB305100886,서곡그린공원,30886,35.83235824,127.1030558
JUB305100951,서곡마을,30951,35.83574861,127.0984654
JUB312102004,서곡마을,32004,35.83590776,127.098289
JUB316132054,서곡솔병원,32054,35.83156338,127.095043
JUB316132055,서곡솔병원,32055,35.83151047,127.0951985
JUB305100923,서곡엘지아파트,30923,35.8342444,127.0992055
JUB305100924,서곡엘지아파트,30924,35.83425003,127.0986843
JUB305100871,서곡주공,30871,35.83193609,127.0973413
JUB305100880,서곡주공,30880,35.83220955,127.0974221
JUB305100890,서곡초교,30890,35.83287355,127.0997053
JUB305100892,서곡현대아파트,30892,35.83291087,127.0994101
JUB305100829,서낭당,30829,35.82899531,127.1539604
JUB305100831,서낭당,30831,35.82905338,127.1542353
JUB306101453,서당리,31452,35.8759154,127.0618512
JUB312101689,서당리,31688,35.91296292,127.1619405
JUB312101692,서당리,31691,35.91337289,127.1629559
JUB305032391,서당리,36325,35.8746321,127.0642577
JUB305032553,서당마을경로당,36487,35.8757406,127.0604231
JUB305032554,서당마을경로당,36488,35.8758575,127.0603283
JUB305032543,서도리,36477,35.7722279,127.0024541
JUB305032544,서도리,36478,35.7721423,127.0024823
JUB312101837,서두마을,31836,35.94182208,127.1483986
JUB312101838,서두마을,31837,35.94191868,127.1485613
JUB312101810,서두입구,31809,35.93499338,127.152572
JUB312101812,서두입구,31811,35.9351225,127.1527704
JUB311100491,서둔마을,30491,35.80470559,127.0123179
JUB311100492,서둔마을,30492,35.80481743,127.0121111
JUB311100132,서릿골,30132,35.7413551,127.0019097
JUB311100135,서릿골,30135,35.74145028,127.0021535
JUB305100640,서문,30640,35.8167323,127.1411183
JUB305100644,서문,30644,35.81714449,127.1415024
JUB312101945,서봉마을,31944,35.97681152,127.1962031
JUB312101946,서봉마을,31945,35.97702633,127.1962038
JUB305100508,서부시장,30508,35.80600367,127.1271367
JUB305100509,서부시장,30509,35.80600325,127.1259627
JUB305100805,서부신시가지아이파크,30805,35.82730591,127.1057448
JUB305100809,서부신시가지아이파크,30809,35.82747521,127.1062005
JUB305100472,서서학예그린아파트,30472,35.80326509,127.1479831
JUB305100480,서서학예그린아파트,30480,35.80387901,127.1486265
JUB305100449,서서학우정목련아파트,30449,35.80104093,127.1463865
JUB305100453,서서학우정목련아파트,30453,35.80135462,127.1462202
JUB305100916,서신광진산업아파트,30916,35.8337847,127.1099467
JUB305100920,서신광진산업아파트,30920,35.83411478,127.1110082
JUB306100850,서신교,30850,35.83022211,127.128711
JUB306100853,서신교,30853,35.83042842,127.1289452
JUB305100914,서신남양아파트,30914,35.83367417,127.1152634
JUB305100855,서신동주민센터,30855,35.83046736,127.1157381
JUB305100860,서신동주민센터,30860,35.83139685,127.1158939
JUB305100783,서신로마전교,30783,35.82601545,127.1158097
JUB305101003,서신로이편한세상,31002,35.83866914,127.1080031
JUB305101008,서신로이편한세상,31007,35.83889384,127.1077424
JUB305100932,서신로중흥아파트,30932,35.83480092,127.1156732
JUB305100935,서신로중흥아파트,30935,35.83489342,127.1160561
JUB305100795,서신성당,30795,35.82667274,127.1185121
JUB305100803,서신성당,30803,35.8270564,127.1187376
JUB305100889,서신신일아파트,30889,35.83276897,127.1123128
JUB305100891,서신신일아파트,30891,35.83289774,127.1119831
JUB305100807,서신신협,30807,35.82733207,127.1156329
JUB305100813,서신신협,30813,35.82776457,127.1158899
JUB305100787,서신우신아파트,30787,35.82626336,127.1230278
JUB305100794,서신유창아파트,30794,35.82666764,127.1224626
JUB305100878,서신제일비사벌아파트,30878,35.83203405,127.1137066
JUB305100885,서신제일비사벌아파트,30885,35.8323177,127.1135736
JUB305100919,서신중흥아파트,30919,35.83408798,127.1153857
JUB305100828,서신초교.아이파크이편한세상,30828,35.8289759,127.1263426
JUB305100833,서신초교.아이파크이편한세상,30833,35.82916245,127.1260859
JUB305100876,서신현대아파트,30876,35.83213953,127.1176122
JUB305100884,서신현대아파트,30884,35.83230921,127.1176444
JUB312032795,서여마을,36264,35.9168323,127.0755301
JUB312032796,서여마을,36265,35.9168726,127.0754579
JUB305100571,서원로완산구청네거리,30571,35.81265423,127.1175479
JUB305100579,서원로이동교,30579,35.81330815,127.1146255
JUB305032462,서원로이동교,36396,35.8131442,127.1141276
JUB305100949,서일초교,30949,35.83544123,127.1141332
JUB305100953,서일초교,30953,35.83570818,127.1140049
JUB305100552,서전주중,30552,35.81094588,127.1145501
JUB305100553,서전주중,30553,35.81107333,127.1147599
JUB312032171,서정마을,32171,35.94689023,127.1469721
JUB312032172,서정마을,32172,35.94721309,127.1467469
JUB312032275,서정마을입구,32275,35.94348417,127.1463022
JUB312032276,서정마을입구,32276,35.94340227,127.1461923
JUB305032532,서학동예술마을,36466,35.8078031,127.1498173
JUB305032533,서학동예술마을,36467,35.8080187,127.1495396
JUB305100546,서학로교육대학교,30546,35.80943558,127.1541754
JUB312032206,석담,32206,35.88859441,126.9720603
JUB312032207,석담,32207,35.88793844,126.9722903
JUB305100369,석산마을입구,30369,35.7949206,127.0859259
JUB312032401,석장마을,32401,36.06256539,127.2584699
JUB312032402,석장마을,32402,36.06240097,127.2581162
JUB312101735,석전리,31734,35.92092558,127.1046766
JUB312101737,석전리,31736,35.92125904,127.104605
JUB312032255,석전리,32255,35.91964106,127.1051783
JUB312322256,석전리,32256,35.91967876,127.1053994
JUB312032379,석천마을,32379,36.07637714,127.180241
JUB312032380,석천마을,32380,36.07614055,127.1799104
JUB312032756,선동,36090,36.0442357,127.167103
JUB312032757,선동,36091,36.0440298,127.1676146
JUB312101504,설경마을,31503,35.88067284,127.1935814
JUB305032338,설경마을,36232,35.8807898,127.1934476
JUB312101512,설경마을종점,31511,35.88254658,127.1964502
JUB312101513,설경마을종점,31512,35.88266245,127.1963493
JUB306101460,성덕,31459,35.87621671,127.0309548
JUB306101463,성덕,31462,35.87645612,127.0309353
JUB312100060,성덕교,30060,35.6997695,127.1203982
JUB312100061,성덕교,30061,35.6997744,127.1205418
JUB305032605,성락타운,36539,35.844857,127.1504883
JUB305032606,성락타운,36540,35.8448889,127.1506045
JUB305100455,성예요양원,30455,35.80146549,127.0764239
JUB305100458,성예요양원,30458,35.80152554,127.0764706
JUB312100797,성지동,30797,35.8264779,127.2648359
JUB312100799,성지동,30799,35.82655819,127.2646853
JUB305032526,세내로농협공판장,36460,35.7931159,127.1108547
JUB305032529,세병호입구,36463,35.8788305,127.1326558
JUB312101971,소농,31970,35.99889557,127.1375783
JUB312101972,소농,31971,35.99889718,127.1377322
JUB305100250,소리실,30250,35.77152806,127.127573
JUB305100251,소리실,30251,35.77152701,127.1274292
JUB312100027,소모마을,30027,35.65223536,127.1056926
JUB312100028,소모마을,30028,35.65230907,127.1054777
JUB312101216,소양,31215,35.85562696,127.2329452
JUB312101218,소양,31217,35.85581764,127.2331647
JUB312101422,소양교,31421,35.87375247,127.1595616
JUB312101424,소양교,31423,35.8738314,127.1597444
JUB312101456,소양교,31455,35.87591763,127.1572934
JUB312101461,소양교,31460,35.87612216,127.1571569
JUB312101263,소양서초교,31262,35.85950894,127.2099223
JUB312101266,소양서초교,31265,35.85970225,127.210147
JUB312101195,소양작은도서관,31194,35.85441152,127.2289269
JUB312101196,소양작은도서관,31195,35.85458355,127.2291111
JUB312101166,소양행정복지센터,31165,35.85333055,127.2248189
JUB312101171,소양행정복지센터,31170,35.85349548,127.2251626
JUB312032320,소향보건진료소,32320,35.98371558,127.2546734
JUB312032340,소향보건진료소,32340,35.98388643,127.2545162
JUB312032421,소향창포마을,32421,35.98840865,127.2599743
JUB312032787,솔바우농원,36251,35.9127965,127.3068035
JUB312032788,솔바우농원,36252,35.9128684,127.3066703
JUB312101520,송광사,31519,35.88291757,127.2426507
JUB312101522,송광사,31521,35.88306016,127.2426983
JUB312101525,송광사.송광초교,31524,35.88349383,127.2434016
JUB312101526,송광사.송광초교,31525,35.88355097,127.243175
JUB312101590,송광정심원,31589,35.89176118,127.2426439
JUB312101592,송광정심원,31591,35.89192014,127.2427832
JUB306101307,송북초교,31306,35.86363645,127.1236948
JUB306101313,송북초교,31312,35.8639091,127.1237257
JUB311100822,송삼마을,30822,35.8295442,126.9940011
JUB311100824,송삼마을,30824,35.8291746,126.9946633
JUB312101678,송정마을,31677,35.91193404,127.1215705
JUB312101680,송정마을,31679,35.91206866,127.1216773
JUB312101693,송정마을,31692,35.91342974,127.1249714
JUB312101694,송정마을,31693,35.91345208,127.125244
JUB306101163,송천 센트럴파크,31162,35.85332881,127.1193766
JUB306101233,송천1동주민센터,31232,35.85701397,127.1207733
JUB306101250,송천2파출소,31249,35.85863312,127.1180291
JUB316132258,송천노인복지센터,32258,35.86832555,127.1305742
JUB312132259,송천노인복지센터,32259,35.86863502,127.1309916
JUB306101297,송천대명아파트,31296,35.8630123,127.1147869
JUB306101308,송천대명아파트,31307,35.86366623,127.1143669
JUB306101249,송천동2파출소,31248,35.85863312,127.117815
JUB306101324,송천동성원무지개아파트,31323,35.86493158,127.1213847
JUB306101333,송천동성원무지개아파트,31332,35.86543274,127.1218195
JUB306032303,송천동종점,36202,35.8699041,127.1093354
JUB306032304,송천동종점,36208,35.8697397,127.109252
JUB306101341,송천롯데아파트,31340,35.8661518,127.1147097
JUB306101349,송천롯데아파트,31348,35.86671868,127.1144198
JUB306101211,송천삼거리 롯데마트,31210,35.85538448,127.1198242
JUB306101229,송천삼거리.송천초교,31228,35.85668235,127.1198435
JUB305032465,송천서호아파트,36399,35.8558785,127.1188214
JUB306101317,송천신일아파트,31316,35.86402015,127.1272632
JUB306032060,송천역네거리,32060,35.86878898,127.1212927
JUB306032061,송천역네거리,32061,35.8674704,127.1216536
JUB306101413,송천정보학교,31412,35.8757968,127.1262834
JUB306101419,송천정보학교,31418,35.8762709,127.127112
JUB306101318,송천주공2단지,31317,35.86405704,127.1264262
JUB306101320,송천주공2단지,31319,35.86436962,127.1270891
JUB306101363,송천주공아파트,31362,35.86783705,127.1275128
JUB306101369,송천주공아파트,31368,35.86810687,127.1272208
JUB306101342,송천현대아파트,31341,35.86617907,127.127061
JUB306101344,송천현대아파트,31343,35.8662239,127.1273344
JUB312032409,수락마을,32409,36.04250111,127.2156157
JUB312032410,수락마을,32410,36.04262583,127.2153925
JUB312032328,수만마을,32328,35.93053641,127.270266
JUB312032329,수만마을,32329,35.93059224,127.2705537
JUB312032736,수선리종점,36070,36.0139679,127.1865674
JUB312032737,수선리종점,36071,36.0138956,127.1865177
JUB312100080,수성사입구,30080,35.71552433,127.1186028
JUB312100081,수성사입구,30081,35.71555088,127.1184003
JUB312032371,수실마을,32371,36.05804713,127.1884673
JUB312032372,수실마을,32372,36.0580276,127.1882455
JUB312100266,수원지,30266,35.77827929,127.2192172
JUB312100267,수원지,30267,35.77841237,127.2191009
JUB312100252,수월마을,30252,35.77478429,127.2167026
JUB312100253,수월마을,30253,35.7748418,127.2165283
JUB312032403,수청마을,32403,36.07549525,127.2535524
JUB312032404,수청마을,32404,36.07552895,127.2531746
JUB305032475,수청마을,36409,35.847676,127.0337723
JUB305032476,수청마을,36410,35.8477432,127.0336722
JUB306100981,수협도지회,30980,35.83728498,127.131785
JUB306100985,수협도지회,30984,35.83746271,127.131579
JUB312032785,술테마박물관,36201,35.7285834,127.1363336
JUB306100870,숲정이성당,30870,35.83188092,127.1301771
JUB306100872,숲정이성당,30872,35.83190592,127.1304521
JUB316100054,슬치마을,30054,35.68974254,127.2541086
JUB316100055,슬치마을,30055,35.69033991,127.2534809
JUB305032469,승덕마을,36403,35.8802637,127.2133114
JUB305032470,승덕마을,36404,35.8802092,127.2131676
JUB305032634,승암교,36568,35.8088341,127.1635346
JUB305032635,승암교,36569,35.8088344,127.1636342
JUB305320355,승암마을,32035,35.80965565,127.1622352
JUB305032464,승암마을,36398,35.8083126,127.1624255
JUB305032183,시외고속간이터미널,32183,35.8701616,127.0689158
JUB305032184,시외고속간이터미널,32184,35.8703712,127.069535
JUB306100922,시외버스터미널,30922,35.83411679,127.1335312
JUB306100927,시외버스터미널,30927,35.83437333,127.1332862
JUB312101570,시천마을,31569,35.88972799,127.1669746
JUB312101571,시천마을,31570,35.8898492,127.1668499
JUB312101582,시평리,31581,35.89076051,127.3123171
JUB312101584,시평리,31583,35.89085614,127.3121697
JUB312032701,신공마을,36035,36.0325684,127.1966745
JUB312032702,신공마을,36036,36.0326945,127.1966407
JUB312101129,신교리,31128,35.85034401,127.2091903
JUB312101132,신교리,31131,35.85044451,127.2093113
JUB312101613,신기,31612,35.89592367,127.1463939
JUB312101615,신기,31614,35.89603923,127.1465031
JUB312032726,신기마을,36060,35.997993,127.1819318
JUB312032727,신기마을,36061,35.9980469,127.1818373
JUB312101271,신기종점,31270,35.8601409,127.0176273
JUB312101273,신기종점,31272,35.8602083,127.0175494
JUB312032762,신당,36096,35.9845002,127.2400909
JUB312032763,신당,36097,35.9843966,127.2401356
JUB312101711,신덕마을,31710,35.91744526,127.1556353
JUB312101712,신덕마을,31711,35.91757482,127.1556151
JUB312101890,신덕마을,31889,35.95646969,127.1814622
JUB312101891,신덕마을,31890,35.95665088,127.1816041
JUB312032399,신덕마을,32399,36.0477388,127.2619607
JUB312032400,신덕마을,32400,36.0476935,127.2618054
JUB305032330,신덕마을,36222,35.7844056,127.0724211
JUB305032331,신덕마을,36223,35.7843513,127.0723716
JUB316100036,신덕삼거리,30036,35.66875962,127.1520684
JUB316101990,신덕삼거리,31989,35.6686885,127.1522667
JUB316100071,신덕신기마을,30071,35.70834702,127.1537154
JUB316101987,신덕신기마을,31986,35.70820839,127.1538381
JUB312100698,신마산,30698,35.8209793,127.0273084
JUB312032819,신마산,36289,35.8210274,127.0269439
JUB306101601,신미산,31600,35.8925611,127.1023599
JUB306101602,신미산,31601,35.8926876,127.10247
JUB312101959,신복,31958,35.98946802,127.145814
JUB312101960,신복,31959,35.98965569,127.1458058
JUB312101627,신복리,31626,35.90005063,127.0945991
JUB312101629,신복리,31628,35.900191,127.0944833
JUB312101639,신복리,31638,35.90467866,127.0946665
JUB312101641,신복리,31640,35.9047726,127.0948622
JUB312101897,신봉리,31896,35.96466687,127.1291631
JUB312101898,신봉리,31897,35.96449226,127.1299411
JUB312101635,신봉마을,31634,35.90352559,127.1852967
JUB312101636,신봉마을,31635,35.90358132,127.1855398
JUB312032791,신봉마을,36260,35.8384328,127.2207213
JUB312032792,신봉마을,36261,35.8384862,127.2204443
JUB312101658,신사봉,31657,35.90824972,127.3068587
JUB312101659,신사봉,31658,35.90829387,127.3071229
JUB312032321,신상,32321,35.98609922,127.2582662
JUB312032339,신상,32339,35.98639584,127.2580413
JUB312101740,신상마을,31739,35.92209853,127.1613314
JUB312101741,신상마을,31740,35.92223197,127.161258
JUB312101665,신서마을,31664,35.9097421,127.1326046
JUB312101667,신서마을,31666,35.90986361,127.1325044
JUB311100194,신성리,30194,35.76421427,126.9884854
JUB311100196,신성리,30196,35.76431725,126.9883748
JUB306101593,신성리,31592,35.89219012,127.0391055
JUB306101595,신성리,31594,35.8922572,127.0390501
JUB305100323,신성양노원,30323,35.79027947,127.1054966
JUB305100324,신성양노원,30324,35.79029564,127.1053027
JUB305100325,신성초교 평화보건지소,30325,35.79047373,127.1356314
JUB312032229,신시가지서부파출소,32229,35.82163401,127.0956874
JUB312032230,신시가지서부파출소,32230,35.8215831,127.0961085
JUB311100970,신암마을,30970,35.83690614,126.9871685
JUB311100971,신암마을,30971,35.83694273,126.9873599
JUB312101217,신왕리,31216,35.85567568,127.2557404
JUB312101223,신왕리,31222,35.85611522,127.255776
JUB312101024,신원리,31023,35.8407431,127.282087
JUB312101028,신원리,31027,35.8408948,127.2822459
JUB312101045,신원삼거리,31044,35.84228154,127.2857882
JUB312101047,신원삼거리,31046,35.84234791,127.2857578
JUB305032286,신원아침도시.힐스테이트,32286,35.81633783,127.1118704
JUB312032330,신월동상초등학교,32330,35.95714843,127.2937221
JUB312100556,신월마을,30556,35.81125142,127.0273905
JUB312100557,신월마을,30557,35.81129292,127.0272466
JUB312032331,신월삼거리,32331,35.95809264,127.2948887
JUB312032332,신월삼거리,32332,35.95841904,127.2952184
JUB312032337,신월삼거리,32337,35.95999434,127.2947828
JUB306101578,신유강,31577,35.89078306,127.0022029
JUB306101579,신유강,31578,35.89095507,127.0018239
JUB312132257,신전마을,32257,35.72291662,127.1150691
JUB305032689,신정,36623,35.8199194,127.0545606
JUB312100022,신정리,30022,35.64375603,127.0980935
JUB312100023,신정리,30023,35.64419557,127.0974489
JUB312101777,신정리,31776,35.92856668,127.1108149
JUB312101779,신정리,31778,35.92862804,127.1106054
JUB305032569,신정마을,36503,35.8918966,127.071927
JUB305032570,신정마을,36504,35.8918425,127.0719328
JUB312101801,신중리,31800,35.93396888,127.1516618
JUB312101803,신중리,31802,35.93421416,127.1515209
JUB306101609,신중마을,31608,35.89488999,127.1424505
JUB306101610,신중마을,31609,35.89511686,127.1423838
JUB312102026,신지동마을,32026,35.91609041,127.1760641
JUB312102027,신지동마을,32027,35.91594461,127.1758329
JUB312100599,신지산,30599,35.81454871,127.0255052
JUB312100598,신지산마을,30598,35.81442794,127.0255229
JUB312100122,신촌마을,30122,35.73460556,127.2256241
JUB312100123,신촌마을,30123,35.73463261,127.2252235
JUB312132040,신촌마을,32040,35.89807174,127.1904144
JUB312132041,신촌마을,32041,35.89802615,127.1903374
JUB312101963,신촌마을입구,31962,35.99267068,127.1195799
JUB312101966,신촌마을입구,31965,35.99276318,127.1192442
